Date,Open,High,Low,Close,Volume,Adj Close
02-05-2005,222.05,223.70,220.21,222.29,9767400,222.29
03-05-2005,221.85,228.15,221.32,226.19,17780200,226.19
04-05-2005,227.23,229.88,227.00,228.50,12083500,228.50
05-05-2005,228.62,228.62,225.88,226.98,7509600,226.98
06-05-2005,228.40,229.25,226.47,228.02,6763900,228.02
09-05-2005,228.00,228.50,225.43,226.02,5536800,226.02
10-05-2005,225.47,227.80,224.72,227.80,6345800,227.80
11-05-2005,228.97,231.98,227.93,231.29,11478800,231.29
12-05-2005,230.81,232.23,228.20,228.72,8948200,228.72
13-05-2005,229.18,231.09,227.32,229.24,7415500,229.24
16-05-2005,229.68,231.62,228.57,231.05,5681400,231.05
17-05-2005,230.56,233.45,230.20,233.13,7808900,233.13
18-05-2005,233.61,239.97,233.52,239.16,12312000,239.16
19-05-2005,240.34,241.17,238.27,239.18,9716500,239.18
20-05-2005,241.21,241.67,239.65,241.61,8163500,241.61
23-05-2005,243.16,258.10,242.71,255.45,21388300,255.45
24-05-2005,256.96,265.44,253.50,256.00,29043100,256.00
25-05-2005,252.73,260.98,250.63,260.81,18057900,260.81
26-05-2005,260.96,263.76,258.30,259.20,13546600,259.20
27-05-2005,260.46,266.05,259.25,266.00,12184100,266.00
31-05-2005,269.43,278.40,269.37,277.27,22236800,277.27
01-06-2005,283.20,292.89,282.02,288.00,35191700,288.00
02-06-2005,288.73,289.78,284.60,287.90,17974100,287.90
03-06-2005,286.79,289.30,277.41,280.26,18782300,280.26
06-06-2005,282.39,293.75,281.83,290.94,22525900,290.94
07-06-2005,297.10,299.59,290.30,293.12,24323000,293.12
08-06-2005,292.85,293.19,278.00,279.56,25700900,279.56
09-06-2005,284.72,288.50,280.56,286.31,16441100,286.31
10-06-2005,286.99,287.28,280.02,282.50,12696600,282.50
13-06-2005,279.82,284.19,276.52,282.75,12803200,282.75
14-06-2005,278.59,281.24,277.75,278.35,10091900,278.35
15-06-2005,275.00,277.30,267.43,274.80,20883100,274.80
16-06-2005,274.26,278.30,273.07,277.44,12462400,277.44
17-06-2005,279.00,280.30,275.90,280.30,10434400,280.30
20-06-2005,276.09,287.67,271.73,286.70,21024700,286.70
21-06-2005,288.07,290.30,284.97,287.84,15132300,287.84
22-06-2005,289.67,292.32,288.67,289.30,10474000,289.30
23-06-2005,288.00,294.81,286.50,289.71,14056400,289.71
24-06-2005,290.90,298.00,289.58,297.25,17771200,297.25
27-06-2005,298.90,304.47,293.86,304.10,17802900,304.10
28-06-2005,306.28,309.25,302.00,302.00,19036500,302.00
29-06-2005,302.50,304.38,292.15,292.72,18298700,292.72
30-06-2005,294.34,298.93,291.04,294.15,15094400,294.15
01-07-2005,295.04,296.24,289.22,291.25,9227600,291.25
05-07-2005,292.10,295.98,290.23,295.71,7494000,295.71
06-07-2005,297.30,297.60,291.38,291.52,8000300,291.52
07-07-2005,289.39,295.80,288.51,295.54,10672100,295.54
08-07-2005,296.25,297.50,294.05,296.23,7457600,296.23
11-07-2005,296.40,296.60,291.02,293.35,8390300,293.35
12-07-2005,293.39,294.40,290.93,291.78,5864900,291.78
13-07-2005,292.51,299.24,292.10,298.86,11437900,298.86
14-07-2005,305.34,306.75,300.07,300.89,10667700,300.89
15-07-2005,301.24,303.40,299.78,301.19,8438400,301.19
18-07-2005,300.00,301.90,297.75,299.54,6207800,299.54
19-07-2005,302.10,310.35,301.80,309.90,12621400,309.90
20-07-2005,305.57,312.61,301.80,312.00,14310400,312.00
21-07-2005,314.05,317.80,311.21,313.94,19789400,313.94
22-07-2005,306.37,309.25,296.33,302.40,23386800,302.40
25-07-2005,302.39,303.29,294.96,295.85,9658800,295.85
26-07-2005,295.01,298.00,292.09,296.09,9816900,296.09
27-07-2005,297.74,298.23,292.40,296.93,7217900,296.93
28-07-2005,297.41,297.41,293.28,293.50,5925600,293.50
29-07-2005,292.14,292.84,286.99,287.76,8363300,287.76
01-08-2005,288.12,292.50,288.10,291.61,5662400,291.61
02-08-2005,291.60,299.52,291.12,299.19,7290200,299.19
03-08-2005,298.00,299.72,295.60,297.30,5930600,297.30
04-08-2005,295.55,299.00,295.25,297.73,5236500,297.73
05-08-2005,297.50,298.51,291.31,292.35,5939700,292.35
08-08-2005,293.60,295.65,290.49,291.25,4481800,291.25
09-08-2005,291.96,292.68,288.51,291.57,5779300,291.57
10-08-2005,291.30,292.33,284.88,285.68,6879000,285.68
11-08-2005,285.89,286.58,280.62,284.05,7514900,284.05
12-08-2005,283.36,290.20,281.64,289.72,6585900,289.72
15-08-2005,289.80,292.77,283.77,284.00,8174700,284.00
16-08-2005,284.88,287.79,283.34,285.65,7109200,285.65
17-08-2005,285.51,286.57,284.00,285.10,3883300,285.10
18-08-2005,275.91,280.50,275.00,279.99,11872800,279.99
19-08-2005,280.99,281.45,279.62,280.00,5542900,280.00
22-08-2005,281.24,281.47,273.35,274.01,6813000,274.01
23-08-2005,276.16,279.74,274.12,279.58,5821700,279.58
24-08-2005,277.57,284.75,276.45,282.57,8593100,282.57
25-08-2005,282.55,284.00,279.97,282.59,4376600,282.59
26-08-2005,283.48,285.02,282.66,283.58,3755300,283.58
29-08-2005,282.24,289.12,282.24,288.45,5903000,288.45
30-08-2005,287.39,289.51,285.88,287.27,4792000,287.27
31-08-2005,288.23,288.50,284.36,286.00,5034000,286.00
01-09-2005,285.91,287.50,285.00,286.25,2742100,286.25
02-09-2005,286.51,289.99,286.44,288.45,3434500,288.45
06-09-2005,289.00,289.39,286.80,287.11,4212300,287.11
07-09-2005,285.89,295.50,285.28,294.87,7499500,294.87
08-09-2005,294.83,299.28,293.36,295.39,6613300,295.39
09-09-2005,297.28,299.10,296.56,299.09,4390500,299.09
12-09-2005,301.75,311.42,301.00,309.74,10386500,309.74
13-09-2005,309.00,315.53,306.17,311.68,10299900,311.68
14-09-2005,308.73,313.28,300.30,303.00,11275800,303.00
15-09-2005,299.52,306.75,297.91,302.62,15466200,302.62
16-09-2005,304.02,304.50,299.87,300.20,7579800,300.20
19-09-2005,301.00,306.00,300.71,303.79,5761900,303.79
20-09-2005,306.15,311.30,305.23,307.91,9351000,307.91
21-09-2005,308.41,313.76,305.96,311.90,10119700,311.90
22-09-2005,311.50,319.22,310.17,311.37,13006400,311.37
23-09-2005,313.00,317.21,312.59,315.36,8483800,315.36
26-09-2005,319.50,320.95,312.56,314.28,9894400,314.28
27-09-2005,314.95,318.41,313.38,313.94,6873100,313.94
28-09-2005,314.22,315.10,305.60,306.00,7997400,306.00
29-09-2005,306.68,310.72,306.08,309.62,5613800,309.62
30-09-2005,314.22,317.50,312.29,316.46,9151300,316.46
03-10-2005,313.63,320.11,312.79,318.68,9160300,318.68
04-10-2005,319.95,321.28,310.74,311.00,9144300,311.00
05-10-2005,312.69,314.90,308.00,310.71,8328400,310.71
06-10-2005,314.14,314.48,310.09,312.75,7993800,312.75
07-10-2005,314.79,316.67,310.54,312.99,6770300,312.99
10-10-2005,313.31,314.82,309.15,310.65,5572200,310.65
11-10-2005,310.61,312.65,304.86,306.10,8542600,306.10
12-10-2005,305.20,307.19,299.00,300.97,9306200,300.97
13-10-2005,302.00,302.00,290.68,297.44,10567700,297.44
14-10-2005,299.90,300.23,292.54,296.14,8519100,296.14
17-10-2005,297.50,305.20,294.56,305.00,7566700,305.00
18-10-2005,304.96,307.96,302.74,303.28,7077800,303.28
19-10-2005,304.00,309.87,303.96,308.70,7010700,308.70
20-10-2005,309.99,311.13,301.21,303.20,13911700,303.20
21-10-2005,345.80,346.43,333.00,339.90,22892400,339.90
24-10-2005,343.37,349.30,342.19,348.65,9431700,348.65
25-10-2005,345.78,347.40,342.86,346.91,6878300,346.91
26-10-2005,346.28,356.00,346.19,355.44,8907500,355.44
27-10-2005,356.60,357.09,351.68,353.06,5134400,353.06
28-10-2005,355.27,358.95,355.02,358.17,5903500,358.17
31-10-2005,360.24,374.75,359.51,372.14,14342900,372.14
01-11-2005,371.86,383.90,369.01,379.38,16356100,379.38
02-11-2005,381.70,385.00,377.17,379.68,10565400,379.68
03-11-2005,382.41,386.58,381.38,385.95,7448400,385.95
04-11-2005,389.98,391.79,385.45,390.43,8824900,390.43
07-11-2005,395.10,397.47,392.15,395.03,9591500,395.03
08-11-2005,394.25,395.59,388.58,389.90,7897500,389.90
09-11-2005,386.67,388.29,378.03,379.15,10466900,379.15
10-11-2005,378.36,391.35,377.43,391.10,9128700,391.10
11-11-2005,395.12,396.90,388.85,390.40,7063900,390.40
14-11-2005,392.12,398.22,391.53,396.97,7807900,396.97
15-11-2005,394.38,397.00,390.95,392.80,8624900,392.80
16-11-2005,396.20,398.85,394.11,398.15,8695200,398.15
17-11-2005,401.80,403.81,399.53,403.45,9212200,403.45
18-11-2005,403.49,404.50,399.85,400.21,7025700,400.21
21-11-2005,399.17,409.98,393.49,409.36,10335100,409.36
22-11-2005,408.65,417.31,406.23,416.47,9596000,416.47
23-11-2005,417.04,424.72,415.78,422.86,10085000,422.86
25-11-2005,425.78,428.75,425.30,428.62,4840100,428.62
28-11-2005,429.82,431.24,422.44,423.48,11008400,423.48
29-11-2005,424.46,426.40,402.14,403.54,21495800,403.54
30-11-2005,404.26,408.45,395.56,404.91,15596600,404.91
01-12-2005,409.20,415.44,408.29,414.09,9744900,414.09
02-12-2005,416.94,419.53,413.86,417.70,7543500,417.70
05-12-2005,417.00,417.50,404.28,405.85,10289400,405.85
06-12-2005,408.70,416.41,401.70,404.54,15114700,404.54
07-12-2005,406.16,406.70,399.01,404.22,11665900,404.22
08-12-2005,405.30,410.65,402.64,410.65,8910100,410.65
09-12-2005,415.00,415.78,408.56,409.20,7643400,409.20
12-12-2005,414.63,415.21,409.95,412.61,6950100,412.61
13-12-2005,412.50,418.00,411.64,417.49,8157000,417.49
14-12-2005,417.04,419.73,415.49,418.96,6630400,418.96
15-12-2005,419.11,423.14,416.50,422.55,6045800,422.55
16-12-2005,425.34,432.50,422.75,430.15,16330500,430.15
19-12-2005,432.20,446.21,420.11,424.60,21936800,424.60
20-12-2005,427.86,432.20,424.67,429.74,10084700,429.74
21-12-2005,433.55,436.86,420.71,426.33,11221900,426.33
22-12-2005,431.77,432.86,425.93,432.04,7546600,432.04
23-12-2005,432.15,432.50,428.78,430.93,4595100,430.93
27-12-2005,431.86,431.86,422.76,424.64,6702800,424.64
28-12-2005,424.34,427.78,421.26,426.69,7117900,426.69
29-12-2005,427.98,428.73,419.17,420.15,6945800,420.15
30-12-2005,417.27,418.21,413.74,414.86,7587100,414.86
03-01-2006,422.52,435.67,418.22,435.23,13121200,435.23
04-01-2006,443.90,448.96,439.75,445.24,15286400,445.24
05-01-2006,446.00,451.55,441.50,451.24,10808300,451.24
06-01-2006,456.87,470.50,453.24,465.66,17756900,465.66
09-01-2006,466.41,473.40,460.94,466.90,12791900,466.90
10-01-2006,464.42,470.25,462.04,469.76,9097100,469.76
11-01-2006,471.27,475.11,469.18,471.63,9007400,471.63
12-01-2006,473.72,474.99,461.50,463.63,10125300,463.63
13-01-2006,464.31,466.89,461.61,466.25,7656600,466.25
17-01-2006,463.06,469.90,462.53,467.11,8270300,467.11
18-01-2006,447.30,457.36,443.25,444.91,20485700,444.91
19-01-2006,451.17,453.49,433.00,436.45,14537300,436.45
20-01-2006,438.70,440.03,394.74,399.46,41116700,399.46
23-01-2006,407.38,428.39,405.73,427.50,22741400,427.50
24-01-2006,436.03,444.95,434.48,443.03,15464600,443.03
25-01-2006,451.26,454.23,429.22,433.00,18739800,433.00
26-01-2006,439.54,439.99,423.56,434.27,12926100,434.27
27-01-2006,435.00,438.22,428.98,433.49,8452200,433.49
30-01-2006,429.23,433.28,425.00,426.82,8588900,426.82
31-01-2006,430.57,439.60,423.97,432.66,22066000,432.66
01-02-2006,389.03,402.00,387.52,401.78,27122500,401.78
02-02-2006,403.82,406.50,395.98,396.04,11807700,396.04
03-02-2006,393.62,393.90,372.57,381.55,18281800,381.55
06-02-2006,385.31,389.90,379.56,385.10,8940400,385.10
07-02-2006,382.99,383.70,363.35,367.92,16630200,367.92
08-02-2006,368.48,370.69,354.67,369.08,20804100,369.08
09-02-2006,371.20,374.40,356.11,358.77,11912400,358.77
10-02-2006,361.95,364.50,353.14,362.61,15223500,362.61
13-02-2006,346.64,350.60,341.89,345.70,19717800,345.70
14-02-2006,345.33,351.69,342.40,343.32,14654000,343.32
15-02-2006,341.27,346.00,337.83,342.38,12947000,342.38
16-02-2006,345.67,367.00,344.49,366.46,21315500,366.46
17-02-2006,369.86,372.14,363.62,368.75,14320200,368.75
21-02-2006,366.44,373.54,365.11,366.59,8686000,366.59
22-02-2006,367.15,368.95,363.86,365.49,6476200,365.49
23-02-2006,365.61,381.24,365.39,378.07,12551600,378.07
24-02-2006,377.30,380.07,373.49,377.40,6484300,377.40
27-02-2006,381.27,391.70,380.28,390.38,10212200,390.38
28-02-2006,393.20,397.54,338.51,362.62,39437600,362.62
01-03-2006,368.56,369.45,361.30,364.80,12061200,364.80
02-03-2006,364.28,381.10,362.20,376.45,18330300,376.45
03-03-2006,384.30,387.24,375.76,378.18,11962000,378.18
06-03-2006,380.91,383.40,367.14,368.10,8939700,368.10
07-03-2006,365.02,368.45,358.15,364.45,10378800,364.45
08-03-2006,353.93,360.03,350.54,353.88,11745600,353.88
09-03-2006,355.39,358.53,341.50,343.00,13910400,343.00
10-03-2006,343.50,344.50,331.55,337.50,19325600,337.50
13-03-2006,340.93,346.10,335.45,337.06,13642400,337.06
14-03-2006,337.14,352.37,332.62,351.16,18450700,351.16
15-03-2006,350.77,352.30,340.53,344.50,12768800,344.50
16-03-2006,348.61,348.75,337.90,338.77,10016700,338.77
17-03-2006,338.80,341.78,334.93,339.79,8551700,339.79
20-03-2006,342.34,350.09,341.54,348.19,10407600,348.19
21-03-2006,350.01,351.66,339.08,339.92,9831100,339.92
22-03-2006,339.75,344.10,337.50,340.22,7596000,340.22
23-03-2006,342.35,345.75,340.20,341.89,7434700,341.89
24-03-2006,368.62,370.09,362.51,365.80,15180600,365.80
27-03-2006,367.09,371.71,365.00,369.69,7023700,369.69
28-03-2006,371.71,377.86,371.17,377.20,8945800,377.20
29-03-2006,379.94,399.00,379.51,394.98,19027500,394.98
30-03-2006,389.19,393.50,383.61,388.44,14711700,388.44
31-03-2006,388.74,391.87,384.03,390.00,36521400,390.00
03-04-2006,389.53,392.47,387.93,389.70,8122700,389.70
04-04-2006,389.90,404.90,388.14,404.34,15715700,404.34
05-04-2006,408.20,414.57,402.82,407.99,13410500,407.99
06-04-2006,406.49,413.89,405.43,411.18,8598500,411.18
07-04-2006,412.41,412.85,404.02,406.16,7025900,406.16
10-04-2006,407.08,417.17,405.25,416.38,9320100,416.38
11-04-2006,416.42,419.10,406.22,409.66,11107200,409.66
12-04-2006,409.00,411.33,405.19,408.95,6017000,408.95
13-04-2006,408.63,409.76,400.50,402.16,6552900,402.16
17-04-2006,403.45,412.50,400.84,406.82,8259500,406.82
18-04-2006,407.93,409.83,401.50,404.24,8137600,404.24
19-04-2006,412.57,413.64,406.73,410.50,6781700,410.50
20-04-2006,411.01,416.00,408.20,415.00,12271500,415.00
21-04-2006,448.90,450.72,436.17,437.10,22551300,437.10
24-04-2006,439.40,444.70,436.52,440.50,8836400,440.50
25-04-2006,439.63,441.04,426.00,427.16,9569000,427.16
26-04-2006,427.74,430.04,423.53,425.97,7277800,425.97
27-04-2006,422.91,426.91,419.39,420.03,8337900,420.03
28-04-2006,418.63,425.73,416.30,417.94,7421300,417.94
01-05-2006,418.47,419.44,398.55,398.90,10361200,398.90
02-05-2006,401.08,402.49,388.40,394.80,13104300,394.80
03-05-2006,396.35,401.50,390.88,394.17,8072200,394.17
04-05-2006,395.03,398.87,392.21,394.75,4652000,394.75
05-05-2006,397.60,400.68,391.78,394.30,6065000,394.30
08-05-2006,395.11,397.12,390.05,394.78,5118600,394.78
09-05-2006,395.70,409.00,393.75,408.80,9140600,408.80
10-05-2006,408.31,411.71,401.86,402.98,6187200,402.98
11-05-2006,403.42,404.71,384.98,387.00,8892800,387.00
12-05-2006,383.54,384.87,373.55,374.13,10087600,374.13
15-05-2006,375.93,380.15,368.25,376.20,8590100,376.20
16-05-2006,375.99,376.86,369.89,371.30,6491100,371.30
17-05-2006,370.61,379.84,370.22,374.50,10643800,374.50
18-05-2006,378.78,381.81,370.71,370.99,5835000,370.99
19-05-2006,373.28,374.50,360.57,370.02,11398200,370.02
22-05-2006,367.85,373.03,365.25,370.95,8604400,370.95
23-05-2006,374.21,383.88,373.56,375.58,8983000,375.58
24-05-2006,377.35,383.44,371.61,381.25,9553800,381.25
25-05-2006,379.08,383.00,372.31,382.99,8194600,382.99
26-05-2006,384.55,385.88,380.03,381.35,3667000,381.35
30-05-2006,378.28,381.00,371.45,371.94,4316000,371.94
31-05-2006,373.80,378.25,366.78,371.82,7981300,371.82
01-06-2006,373.54,382.99,371.60,382.62,6278000,382.62
02-06-2006,386.84,387.08,377.45,379.44,6386400,379.44
05-06-2006,376.18,381.45,374.15,374.44,5558500,374.44
06-06-2006,376.58,390.00,376.30,389.99,10259800,389.99
07-06-2006,393.24,394.86,386.50,386.51,8911300,386.51
08-06-2006,387.75,394.27,378.59,393.30,10359500,393.30
09-06-2006,392.19,395.43,385.35,386.57,6157500,386.57
12-06-2006,388.34,390.49,381.00,381.54,5019100,381.54
13-06-2006,380.90,387.00,378.12,386.52,7659100,386.52
14-06-2006,389.83,391.10,378.52,384.39,7772000,384.39
15-06-2006,386.62,392.25,383.00,391.00,6785700,391.00
16-06-2006,389.10,390.93,388.00,390.70,5304600,390.70
19-06-2006,390.85,394.80,386.98,388.14,7633100,388.14
20-06-2006,388.03,391.87,386.51,387.17,4039900,387.17
21-06-2006,391.06,404.00,389.75,402.13,8744400,402.13
22-06-2006,401.58,406.00,388.00,399.95,5911900,399.95
23-06-2006,402.76,409.75,400.74,404.86,5314800,404.86
26-06-2006,406.75,408.30,403.25,404.22,3551200,404.22
27-06-2006,405.71,408.00,401.01,402.32,4107100,402.32
28-06-2006,404.01,406.48,401.13,406.11,3710500,406.11
29-06-2006,407.99,418.20,405.82,417.81,6658200,417.81
30-06-2006,415.60,419.33,412.33,419.33,6258000,419.33
03-07-2006,420.04,423.77,419.45,423.20,2156700,423.20
05-07-2006,421.52,422.80,415.64,421.46,4985600,421.46
06-07-2006,423.38,425.38,421.98,423.19,3687100,423.19
07-07-2006,426.05,427.89,415.88,420.45,6041900,420.45
10-07-2006,423.44,425.23,416.38,418.20,4436400,418.20
11-07-2006,418.51,425.05,413.03,424.56,5971300,424.56
12-07-2006,422.09,422.74,416.73,417.25,4906700,417.25
13-07-2006,414.00,418.34,406.83,408.83,6924500,408.83
14-07-2006,410.33,411.49,398.61,403.50,7552100,403.50
17-07-2006,404.63,411.00,403.72,407.89,5811900,407.89
18-07-2006,409.75,410.57,397.74,403.05,8536800,403.05
19-07-2006,395.01,401.14,394.66,399.00,8518500,399.00
20-07-2006,404.28,404.44,385.66,387.12,12538700,387.12
21-07-2006,386.14,391.75,377.69,390.11,11754600,390.11
24-07-2006,392.82,393.89,381.21,390.90,8086100,390.90
25-07-2006,385.02,391.31,383.80,389.36,5761100,389.36
26-07-2006,388.20,391.91,383.00,385.50,5531900,385.50
27-07-2006,387.37,387.49,377.95,382.40,5641100,382.40
28-07-2006,382.00,389.56,381.73,388.12,4083600,388.12
31-07-2006,388.00,389.17,383.31,386.60,4595300,386.60
01-08-2006,385.11,385.77,375.51,375.51,5463200,375.51
02-08-2006,375.60,377.17,365.20,367.23,7097800,367.23
03-08-2006,364.98,377.91,363.36,375.39,6327000,375.39
04-08-2006,379.56,380.68,371.75,373.85,5095200,373.85
07-08-2006,371.50,379.73,371.15,377.95,3946900,377.95
08-08-2006,382.82,384.50,379.09,381.00,5743200,381.00
09-08-2006,382.80,384.68,376.36,376.94,4311000,376.94
10-08-2006,373.88,377.67,372.46,374.20,4261900,374.20
11-08-2006,374.40,375.28,368.00,368.50,3766500,368.50
14-08-2006,371.50,375.13,368.67,369.43,4968300,369.43
15-08-2006,374.11,381.67,372.60,380.97,6698200,380.97
16-08-2006,383.48,388.45,382.12,387.72,5853200,387.72
17-08-2006,386.39,390.00,383.92,385.80,5080200,385.80
18-08-2006,386.31,387.09,380.75,383.36,4952200,383.36
21-08-2006,378.10,379.00,375.22,377.30,4023300,377.30
22-08-2006,377.73,379.26,374.84,378.29,4164100,378.29
23-08-2006,377.64,378.27,372.66,373.43,3642300,373.43
24-08-2006,374.44,376.40,372.26,373.73,3482500,373.73
25-08-2006,373.08,375.32,372.50,373.26,2466700,373.26
28-08-2006,375.61,380.95,375.00,380.95,4164000,380.95
29-08-2006,380.78,382.32,377.20,378.95,4460000,378.95
30-08-2006,379.21,384.65,378.51,380.75,4044400,380.75
31-08-2006,381.49,382.15,378.20,378.53,2959900,378.53
01-09-2006,380.99,381.28,377.19,378.60,2672900,378.60
05-09-2006,379.87,385.40,377.44,384.36,4074300,384.36
06-09-2006,382.10,383.19,379.66,380.14,3724100,380.14
07-09-2006,379.39,381.75,377.40,378.49,3842000,378.49
08-09-2006,376.72,380.79,376.72,377.85,3083400,377.85
11-09-2006,378.26,384.69,377.77,384.09,4529200,384.09
12-09-2006,385.00,392.73,384.88,391.90,5442200,391.90
13-09-2006,395.15,406.76,395.10,406.57,9768200,406.57
14-09-2006,404.30,406.28,401.93,403.98,5366100,403.98
15-09-2006,407.48,410.05,406.74,409.88,7838200,409.88
18-09-2006,410.00,418.69,409.47,414.69,7106700,414.69
19-09-2006,415.46,415.49,392.74,403.81,14292900,403.81
20-09-2006,407.10,407.39,394.62,397.00,9147800,397.00
21-09-2006,400.30,408.45,399.86,406.85,10692100,406.85
22-09-2006,404.98,407.45,401.36,403.78,4649600,403.78
25-09-2006,405.58,409.45,402.50,403.98,5737300,403.98
26-09-2006,405.50,407.68,401.77,406.87,5289400,406.87
27-09-2006,406.30,411.22,402.37,402.92,5876700,402.92
28-09-2006,404.08,406.98,400.54,403.58,5107400,403.58
29-09-2006,405.13,405.62,401.41,401.90,3310900,401.90
02-10-2006,401.90,406.00,400.80,401.44,3651900,401.44
03-10-2006,401.29,406.46,398.19,404.04,5464700,404.04
04-10-2006,404.97,415.77,403.05,415.70,6661800,415.70
05-10-2006,414.70,418.24,410.86,411.81,5789800,411.81
06-10-2006,410.22,421.91,409.75,420.50,7336500,420.50
09-10-2006,424.80,431.95,423.42,429.00,7583300,429.00
10-10-2006,431.56,437.85,422.39,426.65,9788600,426.65
11-10-2006,425.02,429.91,423.76,426.50,5635400,426.50
12-10-2006,428.56,429.68,424.00,427.44,4844000,427.44
13-10-2006,427.76,429.50,425.56,427.30,3622500,427.30
16-10-2006,427.70,429.20,421.34,421.75,4319400,421.75
17-10-2006,420.30,423.75,416.70,420.64,5211000,420.64
18-10-2006,422.99,424.75,417.50,419.31,6017300,419.31
19-10-2006,420.23,429.50,419.57,426.06,11503500,426.06
20-10-2006,458.99,460.10,453.59,459.67,11647900,459.67
23-10-2006,462.28,484.64,460.37,480.78,15104500,480.78
24-10-2006,476.28,477.86,471.41,473.31,8660200,473.31
25-10-2006,477.49,488.50,475.11,486.60,9187500,486.60
26-10-2006,487.68,491.96,484.20,485.10,7031700,485.10
27-10-2006,483.90,485.24,472.49,475.20,6604000,475.20
30-10-2006,474.82,480.46,470.01,476.57,6563100,476.57
31-10-2006,478.06,482.16,473.84,476.39,6285400,476.39
01-11-2006,478.76,479.13,465.26,467.50,5426300,467.50
02-11-2006,467.50,473.73,466.38,469.91,5236700,469.91
03-11-2006,472.23,473.75,465.06,471.80,4907700,471.80
06-11-2006,473.77,479.66,472.33,476.95,4991500,476.95
07-11-2006,476.95,479.02,471.77,472.57,4897100,472.57
08-11-2006,470.35,481.74,468.60,475.00,7965000,475.00
09-11-2006,476.50,479.49,471.86,472.63,4879200,472.63
10-11-2006,473.78,474.72,470.29,473.55,2796700,473.55
13-11-2006,474.90,481.17,474.14,481.03,4341900,481.03
14-11-2006,480.70,489.95,480.50,489.30,7223400,489.30
15-11-2006,493.43,499.85,491.93,491.93,8370700,491.93
16-11-2006,495.00,497.68,492.56,495.90,5092600,495.90
17-11-2006,493.25,499.66,493.00,498.79,5511000,498.79
20-11-2006,498.40,498.40,492.65,495.05,5124500,495.05
21-11-2006,496.54,510.00,495.83,509.65,8427500,509.65
22-11-2006,510.97,513.00,505.78,508.01,4500700,508.01
24-11-2006,504.50,507.50,504.00,505.00,1732700,505.00
27-11-2006,501.37,501.78,484.75,484.75,7324700,484.75
28-11-2006,481.13,489.86,477.03,489.50,7797600,489.50
29-11-2006,494.24,494.74,482.25,484.65,6315300,484.65
30-11-2006,484.19,490.40,481.55,484.81,5577500,484.81
01-12-2006,485.98,488.39,478.50,480.80,5631400,480.80
04-12-2006,483.00,487.43,479.35,484.85,4899900,484.85
05-12-2006,487.40,489.44,484.89,487.00,4103000,487.00
06-12-2006,486.96,492.40,484.52,488.71,4450300,488.71
07-12-2006,490.23,491.80,482.42,482.64,4664300,482.64
08-12-2006,481.94,488.60,480.00,484.11,3974900,484.11
11-12-2006,484.92,488.90,483.80,483.93,3263400,483.93
12-12-2006,483.85,486.36,480.28,481.78,4181000,481.78
13-12-2006,484.69,485.50,477.02,478.99,4662100,478.99
14-12-2006,480.25,483.75,477.26,482.12,4748900,482.12
15-12-2006,482.64,484.11,479.84,480.30,5190800,480.30
18-12-2006,482.51,482.74,460.72,462.80,8016600,462.80
19-12-2006,461.72,469.31,458.50,468.63,6587000,468.63
20-12-2006,470.00,471.50,462.33,462.90,4367800,462.90
21-12-2006,464.18,465.25,452.34,456.20,6953300,456.20
22-12-2006,457.50,458.64,452.73,455.58,3988300,455.58
26-12-2006,456.52,459.47,454.59,457.53,2074300,457.53
27-12-2006,460.00,468.08,459.10,468.03,4231500,468.03
28-12-2006,467.12,468.58,462.25,462.56,3116200,462.56
29-12-2006,462.10,464.47,459.86,460.48,2559200,460.48
03-01-2007,466.00,476.66,461.11,467.59,7706500,467.59
04-01-2007,469.00,483.95,468.35,483.26,7887600,483.26
05-01-2007,482.50,487.50,478.11,487.19,6872100,487.19
08-01-2007,487.69,489.87,482.20,483.58,4754400,483.58
09-01-2007,485.45,488.25,481.20,485.50,5381400,485.50
10-01-2007,484.43,493.55,482.04,489.46,5968500,489.46
11-01-2007,497.20,501.75,496.18,499.72,7208200,499.72
12-01-2007,501.99,505.00,500.00,505.00,4473700,505.00
16-01-2007,507.55,513.00,503.30,504.28,7568900,504.28
17-01-2007,503.39,507.77,494.38,497.28,6699100,497.28
18-01-2007,494.52,496.48,487.43,487.83,5932000,487.83
19-01-2007,487.98,490.76,486.74,489.75,4978300,489.75
22-01-2007,492.50,492.65,478.50,480.84,5404300,480.84
23-01-2007,480.79,484.75,477.29,479.05,4665500,479.05
24-01-2007,484.45,499.54,483.29,499.07,6059300,499.07
25-01-2007,501.00,504.50,485.66,488.09,6368500,488.09
26-01-2007,490.93,497.90,487.03,495.84,5496500,495.84
29-01-2007,498.00,498.75,490.50,492.47,4775700,492.47
30-01-2007,494.00,498.00,491.22,494.32,4180500,494.32
31-01-2007,496.49,505.00,495.51,501.50,12206100,501.50
01-02-2007,506.00,506.01,481.53,481.75,15658700,481.75
02-02-2007,482.61,485.00,477.81,481.50,6286500,481.50
05-02-2007,477.50,478.00,466.19,467.16,7206900,467.16
06-02-2007,468.10,473.30,467.26,471.48,5321900,471.48
07-02-2007,473.82,474.35,468.78,470.01,4119800,470.01
08-02-2007,468.05,473.75,465.15,471.03,4076700,471.03
09-02-2007,471.65,472.68,461.50,461.89,4858600,461.89
12-02-2007,460.68,462.39,455.02,458.29,5754500,458.29
13-02-2007,459.15,462.78,457.26,459.10,4062600,459.10
